Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","490","Oranges","2018","2018","1000 SLC","2743912","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","490","Oranges","2019","2019","1000 SLC","2929224","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","490","Oranges","2020","2020","1000 SLC","2679798","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2004","2004","1000 SLC","14709","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2005","2005","1000 SLC","51520","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2006","2006","1000 SLC","48420","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2007","2007","1000 SLC","62720","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2008","2008","1000 SLC","45688","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2009","2009","1000 SLC","27827","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2010","2010","1000 SLC","36400","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2011","2011","1000 SLC","79953","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2012","2012","1000 SLC","80750","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2013","2013","1000 SLC","26474","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2014","2014","1000 SLC","17748","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2015","2015","1000 SLC","28971","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2016","2016","1000 SLC","40824","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2017","2017","1000 SLC","53952","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2018","2018","1000 SLC","53407","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2019","2019","1000 SLC","54869","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","534","Peaches and nectarines","2020","2020","1000 SLC","42668","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2004","2004","1000 SLC","10104","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2005","2005","1000 SLC","46967","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2006","2006","1000 SLC","47697","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2007","2007","1000 SLC","73893","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2008","2008","1000 SLC","55538","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2009","2009","1000 SLC","37684","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2010","2010","1000 SLC","25969","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2011","2011","1000 SLC","47527","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2012","2012","1000 SLC","75845","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2013","2013","1000 SLC","29274","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2014","2014","1000 SLC","34844","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2015","2015","1000 SLC","30345","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2016","2016","1000 SLC","49113","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2017","2017","1000 SLC","70970","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2018","2018","1000 SLC","63213","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2019","2019","1000 SLC","80445","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","521","Pears","2020","2020","1000 SLC","43612","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2004","2004","1000 SLC","5421","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2005","2005","1000 SLC","31950","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2006","2006","1000 SLC","34849","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2007","2007","1000 SLC","26840","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2008","2008","1000 SLC","10764","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2009","2009","1000 SLC","12200","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2010","2010","1000 SLC","8647","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2011","2011","1000 SLC","22233","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2012","2012","1000 SLC","20880","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2013","2013","1000 SLC","6750","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2014","2014","1000 SLC","7912","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2015","2015","1000 SLC","10010","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2016","2016","1000 SLC","10528","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2017","2017","1000 SLC","26992","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2018","2018","1000 SLC","29205","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2019","2019","1000 SLC","28040","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","536","Plums and sloes","2020","2020","1000 SLC","17297","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2002","2002","1000 SLC","273650","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2003","2003","1000 SLC","357271","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2004","2004","1000 SLC","450319","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2005","2005","1000 SLC","455328","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2006","2006","1000 SLC","692560","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2007","2007","1000 SLC","691612","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2008","2008","1000 SLC","633360","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2009","2009","1000 SLC","727695","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2010","2010","1000 SLC","797846","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2011","2011","1000 SLC","1066247","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2012","2012","1000 SLC","860000","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2013","2013","1000 SLC","790951","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2014","2014","1000 SLC","1073985","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2015","2015","1000 SLC","965520","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2016","2016","1000 SLC","1411680","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2017","2017","1000 SLC","1430575","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2018","2018","1000 SLC","1449464","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2019","2019","1000 SLC","1528616","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","116","Potatoes","2020","2020","1000 SLC","1711371","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2002","2002","1000 SLC","11845","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2003","2003","1000 SLC","12055","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2004","2004","1000 SLC","13146","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2005","2005","1000 SLC","14970","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2006","2006","1000 SLC","15540","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2007","2007","1000 SLC","18164","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2008","2008","1000 SLC","18945","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2009","2009","1000 SLC","18614","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2010","2010","1000 SLC","21484","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2011","2011","1000 SLC","17020","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2012","2012","1000 SLC","20159","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2013","2013","1000 SLC","46330","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2014","2014","1000 SLC","57043","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2015","2015","1000 SLC","32201","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2016","2016","1000 SLC","33526","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2017","2017","1000 SLC","34315","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2018","2018","1000 SLC","33639","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2019","2019","1000 SLC","38744","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","211","Pulses nes","2020","2020","1000 SLC","37785","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2003","2003","1000 SLC","30435","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2004","2004","1000 SLC","34661","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2005","2005","1000 SLC","83386","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2006","2006","1000 SLC","87422","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2007","2007","1000 SLC","73189","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2008","2008","1000 SLC","43008","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2009","2009","1000 SLC","107179","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2010","2010","1000 SLC","93824","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2011","2011","1000 SLC","141092","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2012","2012","1000 SLC","237154","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2013","2013","1000 SLC","243501","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2014","2014","1000 SLC","273054","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2015","2015","1000 SLC","218310","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2016","2016","1000 SLC","147706","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2017","2017","1000 SLC","109284","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2018","2018","1000 SLC","79669","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2019","2019","1000 SLC","124794","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","394","Pumpkins, squash and gourds","2020","2020","1000 SLC","164027","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2002","2002","1000 SLC","747820","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2003","2003","1000 SLC","933962","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2004","2004","1000 SLC","1392161","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2005","2005","1000 SLC","1702881","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2006","2006","1000 SLC","2042909","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2007","2007","1000 SLC","2255290","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2008","2008","1000 SLC","2739641","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2009","2009","1000 SLC","2854899","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2010","2010","1000 SLC","2918950","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2011","2011","1000 SLC","4060113","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2012","2012","1000 SLC","4290770","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2013","2013","1000 SLC","3227930","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2014","2014","1000 SLC","2605114","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2015","2015","1000 SLC","2809135","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2016","2016","1000 SLC","4583260","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2017","2017","1000 SLC","7688265","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2018","2018","1000 SLC","5574174","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2019","2019","1000 SLC","3659417","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","27","Rice, paddy","2020","2020","1000 SLC","3220598","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2002","2002","1000 SLC","266053","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2003","2003","1000 SLC","345041","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2004","2004","1000 SLC","377739","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2005","2005","1000 SLC","404582","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2006","2006","1000 SLC","427533","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2007","2007","1000 SLC","501952","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2008","2008","1000 SLC","549339","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2009","2009","1000 SLC","580810","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2010","2010","1000 SLC","505669","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2011","2011","1000 SLC","1267154","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2012","2012","1000 SLC","1330678","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2013","2013","1000 SLC","1212726","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2014","2014","1000 SLC","1370176","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2015","2015","1000 SLC","1388643","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2016","2016","1000 SLC","1427097","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2017","2017","1000 SLC","1458512","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2018","2018","1000 SLC","1455281","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2019","2019","1000 SLC","1730122","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","149","Roots and tubers nes","2020","2020","1000 SLC","1616988","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2002","2002","1000 SLC","2730","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2003","2003","1000 SLC","1238","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2004","2004","1000 SLC","11551","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2005","2005","1000 SLC","16831","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2006","2006","1000 SLC","14295","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2007","2007","1000 SLC","20350","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2008","2008","1000 SLC","16018","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2009","2009","1000 SLC","8946","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2010","2010","1000 SLC","6781","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2011","2011","1000 SLC","16747","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2012","2012","1000 SLC","6520","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2013","2013","1000 SLC","2898","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2014","2014","1000 SLC","14798","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2015","2015","1000 SLC","26180","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2016","2016","1000 SLC","13462","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2017","2017","1000 SLC","11016","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2018","2018","1000 SLC","5664","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2019","2019","1000 SLC","9059","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","236","Soybeans","2020","2020","1000 SLC","12246","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2002","2002","1000 SLC","152322","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2003","2003","1000 SLC","190670","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2004","2004","1000 SLC","212996","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2005","2005","1000 SLC","238129","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2006","2006","1000 SLC","236381","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2007","2007","1000 SLC","308675","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2008","2008","1000 SLC","334964","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2009","2009","1000 SLC","341120","Fc","Calculated data"
"QV","Value of Agricultural Production","18","Bhutan","56","Gross Production Value (current thousand SLC)","723","Spices nes","2010","2010","1000 SLC","405071","Fc","Calculated data"
